plantid,plant_verticle_location,frontal_area_cm2
86,-145,3.9825
87,-145,0.76
88,-145,0.9625
89,-145,0
90,-145,1.815
1,-135,0.59
2,-135,0
3,-135,1.935
4,-135,0
5,-135,0.285
6,-135,5.06
7,-135,0.4125
8,-135,1.1925
9,-135,10.203
10,-135,8.29
11,-135,3.95
12,-135,8.62
13,-135,19.458
14,-135,9.91
15,-135,12.423
16,-135,2.665
17,-135,4.25
18,-135,5.2325
19,-135,7.825
20,-135,1.255
21,-135,1.62
22,-135,16.41
23,-135,22.268
24,-135,15.44
25,-135,4.89
26,-135,8.8775
27,-135,8.32
28,-135,3.0025
29,-135,7.305
30,-135,3.205
31,-135,19.263
32,-135,3.255
33,-135,7.2225
34,-135,23.198
35,-135,20.245
36,-135,4.33
37,-135,26.288
38,-135,12.98
39,-135,7.4775
40,-135,18.408
41,-135,22.803
42,-135,10.978
43,-135,21.873
44,-135,18.18
45,-135,19.623
46,-135,22.188
47,-135,4.7775
48,-135,13.67
49,-135,11.725
50,-135,12.45
51,-135,30.358
52,-135,19.88
53,-135,30.748
54,-135,21.313
55,-135,20.708
56,-135,20.3
57,-135,28.113
58,-135,3.23
59,-135,4.065
60,-135,18.275
61,-135,15.603
62,-135,6.8825
63,-135,20.793
64,-135,6.735
65,-135,8.045
66,-135,6.9875
67,-135,13.083
68,-135,18.173
69,-135,22.21
70,-135,26.398
71,-135,26.15
72,-135,32.338
73,-135,28.733
74,-135,0.3625
75,-135,13.11
76,-135,27.618
77,-135,26.333
78,-135,26.628
79,-135,27.4
80,-135,28.52
81,-135,32.26
82,-135,5.1175
83,-135,4.2425
84,-135,1.7525
85,-135,1.6725
86,-135,2.545
87,-135,0.875
88,-135,1.2675
89,-135,0
90,-135,1.32
1,-125,1.255
2,-125,0
3,-125,2.235
4,-125,0
5,-125,0.2425
6,-125,4.3025
7,-125,0.4325
8,-125,2.2025
9,-125,10.07
10,-125,11.143
11,-125,6.7425
12,-125,9.305
13,-125,21.533
14,-125,11.953
15,-125,11.37
16,-125,2.125
17,-125,8.1475
18,-125,4.8225
19,-125,9.2125
20,-125,2.2675
21,-125,1.66
22,-125,16.543
23,-125,20.685
24,-125,15.625
25,-125,4.925
26,-125,9.8025
27,-125,9.1675
28,-125,4.03
29,-125,5.7225
30,-125,2.985
31,-125,18.588
32,-125,2.88
33,-125,6.955
34,-125,23.498
35,-125,19.388
36,-125,5.08
37,-125,26.113
38,-125,15.55
39,-125,6.59
40,-125,15.435
41,-125,21.548
42,-125,11.25
43,-125,23.495
44,-125,16.598
45,-125,19.285
46,-125,19.505
47,-125,4.47
48,-125,13.873
49,-125,9.995
50,-125,11.018
51,-125,30.858
52,-125,18.365
53,-125,31.178
54,-125,23.4
55,-125,22.773
56,-125,21.055
57,-125,24.11
58,-125,3.43
59,-125,3.19
60,-125,20.73
61,-125,14.628
62,-125,5.155
63,-125,23.235
64,-125,6.35
65,-125,6.7775
66,-125,5.0075
67,-125,13.423
68,-125,17.78
69,-125,23.305
70,-125,26.323
71,-125,25.505
72,-125,32.573
73,-125,28.168
74,-125,0.8475
75,-125,14.705
76,-125,27.14
77,-125,24.938
78,-125,27.043
79,-125,26.198
80,-125,28.22
81,-125,32.403
82,-125,4.8775
83,-125,4.675
84,-125,1.78
85,-125,0.8475
86,-125,2.505
87,-125,1.015
88,-125,2.1075
89,-125,0
90,-125,1.0975
1,-115,1.89
2,-115,0
3,-115,2.5175
4,-115,0.005
5,-115,0.095
6,-115,3.07
7,-115,0.715
8,-115,3.295
9,-115,6.0625
10,-115,12.318
11,-115,7.82
12,-115,10.685
13,-115,19.035
14,-115,9.7025
15,-115,8.8525
16,-115,0.8375
17,-115,8.135
18,-115,3.76
19,-115,9.8775
20,-115,2.3575
21,-115,1.685
22,-115,16.675
23,-115,19.983
24,-115,14.058
25,-115,5.07
26,-115,8.76
27,-115,11.333
28,-115,4.845
29,-115,5.1775
30,-115,3.0375
31,-115,15.54
32,-115,5.05
33,-115,8.58
34,-115,23.868
35,-115,18.365
36,-115,7.0525
37,-115,26.488
38,-115,15.658
39,-115,7.2475
40,-115,14.37
41,-115,19.15
42,-115,9.1675
43,-115,24.573
44,-115,15.855
45,-115,18.033
46,-115,21.353
47,-115,3.9075
48,-115,15.68
49,-115,8.2175
50,-115,12.053
51,-115,30.055
52,-115,16.605
53,-115,30.493
54,-115,22.988
55,-115,21.558
56,-115,21.358
57,-115,26.8
58,-115,3.2075
59,-115,5.8075
60,-115,19.923
61,-115,15.048
62,-115,3.665
63,-115,22.683
64,-115,6.05
65,-115,6.6975
66,-115,5.42
67,-115,13.538
68,-115,16.88
69,-115,25.038
70,-115,26.298
71,-115,21.993
72,-115,30.845
73,-115,28.008
74,-115,0.7525
75,-115,14.735
76,-115,26.63
77,-115,24.64
78,-115,27.065
79,-115,25.725
80,-115,27.295
81,-115,32.478
82,-115,7.0275
83,-115,4.49
84,-115,1.0475
85,-115,1.9475
86,-115,3.0325
87,-115,0.65
88,-115,1.2125
89,-115,0
90,-115,0.8075
1,-105,3.4525
2,-105,0
3,-105,2.9025
4,-105,0.0325
5,-105,0.0325
6,-105,2.96
7,-105,1.4125
8,-105,2.61
9,-105,6.0825
10,-105,13.148
11,-105,6.635
12,-105,11.38
13,-105,20.135
14,-105,8.625
15,-105,10.043
16,-105,0.9225
17,-105,7.975
18,-105,4.6625
19,-105,9.6125
20,-105,1.985
21,-105,1.9475
22,-105,14.448
23,-105,18.37
24,-105,15.025
25,-105,5.1775
26,-105,7.815
27,-105,9.685
28,-105,6.38
29,-105,5.3975
30,-105,2.39
31,-105,17.14
32,-105,4.6725
33,-105,8.3875
34,-105,24.61
35,-105,19.248
36,-105,5.8725
37,-105,23.09
38,-105,18.483
39,-105,6.21
40,-105,17.255
41,-105,16.553
42,-105,9.45
43,-105,24.693
44,-105,13.898
45,-105,16.703
46,-105,22.325
47,-105,4.2275
48,-105,14.408
49,-105,6.035
50,-105,13.203
51,-105,30.193
52,-105,15.003
53,-105,29.788
54,-105,20.278
55,-105,21.35
56,-105,22.183
57,-105,27.853
58,-105,2.3375
59,-105,6.42
60,-105,17.033
61,-105,14.75
62,-105,3.6625
63,-105,18.223
64,-105,4.145
65,-105,10.018
66,-105,6.4725
67,-105,12.135
68,-105,16.57
69,-105,25.043
70,-105,26.84
71,-105,21.775
72,-105,31.045
73,-105,27.88
74,-105,0.74
75,-105,14.13
76,-105,26.12
77,-105,21.723
78,-105,25.45
79,-105,25.338
80,-105,26.568
81,-105,30.22
82,-105,9.96
83,-105,4.65
84,-105,1.0775
85,-105,1.4025
86,-105,1.6275
87,-105,0.4775
88,-105,0.8875
89,-105,0
90,-105,0.7625
1,-95,5.55
2,-95,0
3,-95,3.1525
4,-95,0.19
5,-95,0.3775
6,-95,2.8725
7,-95,0.685
8,-95,3.345
9,-95,4.395
10,-95,12.535
11,-95,6.12
12,-95,12.993
13,-95,19.395
14,-95,10.743
15,-95,9.155
16,-95,1.28
17,-95,7.925
18,-95,6.51
19,-95,6.7575
20,-95,1.7625
21,-95,2.3025
22,-95,15.268
23,-95,16.6
24,-95,13.098
25,-95,6.035
26,-95,7.38
27,-95,9.335
28,-95,5.3075
29,-95,5.4525
30,-95,2.1075
31,-95,17.968
32,-95,4.0575
33,-95,8.3825
34,-95,23.388
35,-95,20.268
36,-95,4.6475
37,-95,23.955
38,-95,20.293
39,-95,10.765
40,-95,15.48
41,-95,18.63
42,-95,8.0975
43,-95,24.44
44,-95,12.95
45,-95,14.69
46,-95,23.233
47,-95,2.775
48,-95,13.703
49,-95,5.01
50,-95,14.428
51,-95,29.415
52,-95,14.163
53,-95,30.253
54,-95,18.595
55,-95,20.698
56,-95,20.603
57,-95,29.06
58,-95,2.5775
59,-95,7.035
60,-95,17.995
61,-95,14.63
62,-95,3.975
63,-95,14.013
64,-95,6.43
65,-95,10.99
66,-95,6.3175
67,-95,14.255
68,-95,17.97
69,-95,23.78
70,-95,26.463
71,-95,22.158
72,-95,31.76
73,-95,27.558
74,-95,0.465
75,-95,14.333
76,-95,24.333
77,-95,19.778
78,-95,24.883
79,-95,25.153
80,-95,25.278
81,-95,28.128
82,-95,7.14
83,-95,5.8325
84,-95,0.98
85,-95,2.1775
86,-95,1.05
87,-95,0.445
88,-95,1.01
89,-95,0.0125
90,-95,0.765
1,-85,7.095
2,-85,0.225
3,-85,2.9025
4,-85,0.535
5,-85,0.73
6,-85,3.985
7,-85,1.765
8,-85,2.35
9,-85,4.8575
10,-85,10.943
11,-85,9.47
12,-85,12.51
13,-85,17.65
14,-85,10.488
15,-85,7.6025
16,-85,1.615
17,-85,8.3125
18,-85,9.3225
19,-85,5.72
20,-85,2.0475
21,-85,2.255
22,-85,13.598
23,-85,18.255
24,-85,13.993
25,-85,5.605
26,-85,4.225
27,-85,8.3625
28,-85,3.64
29,-85,5.2975
30,-85,1.5825
31,-85,17.83
32,-85,6.24
33,-85,5.935
34,-85,23.6
35,-85,22.383
36,-85,4.1075
37,-85,23.998
38,-85,16.638
39,-85,9.115
40,-85,14.533
41,-85,17.325
42,-85,7.57
43,-85,24.188
44,-85,11.515
45,-85,14.713
46,-85,21.378
47,-85,2.395
48,-85,12.285
49,-85,2.795
50,-85,13.698
51,-85,30.158
52,-85,10.645
53,-85,30.573
54,-85,18.883
55,-85,20.353
56,-85,18.103
57,-85,29.01
58,-85,2.99
59,-85,6.315
60,-85,15.713
61,-85,14.418
62,-85,3.9475
63,-85,14.63
64,-85,6.51
65,-85,10.873
66,-85,4.705
67,-85,13.825
68,-85,18.385
69,-85,21.673
70,-85,25.265
71,-85,19.115
72,-85,32.18
73,-85,27.453
74,-85,0.325
75,-85,11.438
76,-85,22.55
77,-85,18.855
78,-85,25.945
79,-85,23.355
80,-85,23.51
81,-85,26.695
82,-85,7.4625
83,-85,4.815
84,-85,1.13
85,-85,1.8225
86,-85,0.9975
87,-85,0.4625
88,-85,1.11
89,-85,0.845
90,-85,0.7575
1,-75,5.6725
2,-75,1.3
3,-75,3.145
4,-75,0.685
5,-75,1.2375
6,-75,3.9725
7,-75,1.6975
8,-75,2.8
9,-75,4.5825
10,-75,12.923
11,-75,10.343
12,-75,10.783
13,-75,16.5
14,-75,11.66
15,-75,7.5525
16,-75,1.5975
17,-75,8.085
18,-75,9.6525
19,-75,3.8975
20,-75,2.79
21,-75,1.4825
22,-75,12.445
23,-75,23.113
24,-75,12.455
25,-75,6.2275
26,-75,2.1225
27,-75,7.78
28,-75,4.035
29,-75,6.3
30,-75,2.0075
31,-75,17.773
32,-75,6.0775
33,-75,6.8375
34,-75,22.293
35,-75,21.395
36,-75,3.765
37,-75,22.683
38,-75,13.53
39,-75,8.5625
40,-75,15.73
41,-75,14.928
42,-75,5.7675
43,-75,24.2
44,-75,8.94
45,-75,12.488
46,-75,20.305
47,-75,2.625
48,-75,10.2
49,-75,5.9575
50,-75,14.558
51,-75,31.388
52,-75,7.8825
53,-75,30.503
54,-75,18.593
55,-75,20.535
56,-75,17.785
57,-75,27.615
58,-75,4.165
59,-75,9.96
60,-75,13.035
61,-75,14.713
62,-75,4.195
63,-75,14.595
64,-75,7.02
65,-75,12.598
66,-75,6.405
67,-75,12.605
68,-75,16.685
69,-75,21.373
70,-75,23.245
71,-75,18.698
72,-75,30.555
73,-75,27.425
74,-75,0.355
75,-75,10.338
76,-75,22.203
77,-75,17.57
78,-75,26.365
79,-75,23.54
80,-75,22.468
81,-75,25.468
82,-75,8.5475
83,-75,5.89
84,-75,0.85
85,-75,3.09
86,-75,1
87,-75,0.78
88,-75,0.43
89,-75,1.1625
90,-75,0.7725
1,-65,8.945
2,-65,1.8775
3,-65,2.965
4,-65,0.645
5,-65,1.4725
6,-65,5.4075
7,-65,1.96
8,-65,3.385
9,-65,3.815
10,-65,9.995
11,-65,9.155
12,-65,8.255
13,-65,16.675
14,-65,12.718
15,-65,7.19
16,-65,1.7825
17,-65,8.2275
18,-65,7.46
19,-65,4.8425
20,-65,3.27
21,-65,1.375
22,-65,11.238
23,-65,20.16
24,-65,11.015
25,-65,7.7325
26,-65,2.2275
27,-65,7.3675
28,-65,3.3625
29,-65,6.905
30,-65,3.495
31,-65,15.82
32,-65,5.81
33,-65,8.97
34,-65,19.598
35,-65,20.485
36,-65,3.84
37,-65,21.813
38,-65,11.083
39,-65,7.52
40,-65,14.503
41,-65,15.16
42,-65,5.325
43,-65,20.6
44,-65,6.505
45,-65,10.823
46,-65,17.673
47,-65,3.1175
48,-65,9.4225
49,-65,4.14
50,-65,14.27
51,-65,30.713
52,-65,6.065
53,-65,30.863
54,-65,16.225
55,-65,20.768
56,-65,16.565
57,-65,26.005
58,-65,5.6
59,-65,8.105
60,-65,11.995
61,-65,12.59
62,-65,3.7225
63,-65,12.768
64,-65,5.15
65,-65,11.513
66,-65,6.9225
67,-65,9.2925
68,-65,15.635
69,-65,19.638
70,-65,21.228
71,-65,18.433
72,-65,26.858
73,-65,27.263
74,-65,0.2575
75,-65,7.5375
76,-65,21.595
77,-65,16.033
78,-65,25.97
79,-65,21.075
80,-65,18.328
81,-65,24.325
82,-65,7.755
83,-65,5.0875
84,-65,0.955
85,-65,2.37
86,-65,1.1325
87,-65,0.59
88,-65,0.45
89,-65,0.7725
90,-65,0.745
1,-55,7.1225
2,-55,1.575
3,-55,1.9725
4,-55,0.7525
5,-55,1.5325
6,-55,6.0875
7,-55,1.66
8,-55,2.2625
9,-55,4.355
10,-55,11.223
11,-55,7.7775
12,-55,4.92
13,-55,13.53
14,-55,10.118
15,-55,10.933
16,-55,1.355
17,-55,6.9225
18,-55,7.16
19,-55,4.8175
20,-55,2.135
21,-55,2.3975
22,-55,10.268
23,-55,17.005
24,-55,9.7775
25,-55,8.5575
26,-55,3.1075
27,-55,4.66
28,-55,4.0275
29,-55,8.0125
30,-55,3.4575
31,-55,14.943
32,-55,4.8775
33,-55,10.69
34,-55,14.465
35,-55,16.803
36,-55,2.315
37,-55,21.628
38,-55,10.235
39,-55,7.0725
40,-55,12.253
41,-55,16.833
42,-55,5.515
43,-55,12.973
44,-55,5.6825
45,-55,10.725
46,-55,14.78
47,-55,2.4975
48,-55,8.6925
49,-55,4.365
50,-55,14.848
51,-55,29.285
52,-55,4.0075
53,-55,30.705
54,-55,14.515
55,-55,19.893
56,-55,14.215
57,-55,23.26
58,-55,5.9975
59,-55,4.3525
60,-55,11.458
61,-55,10.45
62,-55,2.475
63,-55,13.315
64,-55,5.6125
65,-55,8.5
66,-55,5.275
67,-55,7.855
68,-55,16.203
69,-55,16.57
70,-55,18.265
71,-55,17.8
72,-55,20.905
73,-55,26.585
74,-55,1.84
75,-55,5.5125
76,-55,18.625
77,-55,15.348
78,-55,24.55
79,-55,19.083
80,-55,14.413
81,-55,24.5
82,-55,8.0975
83,-55,5.3675
84,-55,0.8625
85,-55,2.28
86,-55,1.18
87,-55,0.7425
88,-55,0.445
89,-55,1.015
90,-55,0.8225
1,-45,3.245
2,-45,1.305
3,-45,2.53
4,-45,1.095
5,-45,1.2225
6,-45,6.625
7,-45,2.52
8,-45,2.57
9,-45,4.365
10,-45,12.345
11,-45,6.8125
12,-45,2.79
13,-45,11.003
14,-45,7.225
15,-45,8.71
16,-45,1.55
17,-45,7.385
18,-45,7.1275
19,-45,6.5475
20,-45,1.5825
21,-45,1.3625
22,-45,7.6475
23,-45,13.475
24,-45,8.72
25,-45,7.97
26,-45,5.4825
27,-45,4.625
28,-45,2.985
29,-45,6.505
30,-45,1.6225
31,-45,11.965
32,-45,3.37
33,-45,7.43
34,-45,8.735
35,-45,13.68
36,-45,1.4925
37,-45,20.68
38,-45,7.39
39,-45,4.8025
40,-45,8.8325
41,-45,17.095
42,-45,4.7575
43,-45,11.04
44,-45,4.7075
45,-45,8.3925
46,-45,12.578
47,-45,2.5425
48,-45,8.1125
49,-45,3.0275
50,-45,14.38
51,-45,29.69
52,-45,2.2
53,-45,31.19
54,-45,11.085
55,-45,22.955
56,-45,11.465
57,-45,24.055
58,-45,4.135
59,-45,4.7025
60,-45,10.918
61,-45,9.3525
62,-45,1.91
63,-45,11.108
64,-45,5.55
65,-45,6.315
66,-45,5.5425
67,-45,6.86
68,-45,16.748
69,-45,11.458
70,-45,11.443
71,-45,17.53
72,-45,18.22
73,-45,25.503
74,-45,3.4175
75,-45,4.515
76,-45,16.513
77,-45,14.228
78,-45,18.713
79,-45,17.295
80,-45,11.318
81,-45,25.328
82,-45,6.1425
83,-45,2.785
84,-45,1.2875
85,-45,3.43
86,-45,1.1325
87,-45,0.8875
88,-45,0.46
89,-45,2.07
90,-45,0.75
1,-35,0.7575
2,-35,1.4825
3,-35,1.9175
4,-35,0.6025
5,-35,1.6725
6,-35,8.0825
7,-35,1.9725
8,-35,1.7425
9,-35,4.1075
10,-35,9.36
11,-35,7.27
12,-35,2.6675
13,-35,10.325
14,-35,6.19
15,-35,7.715
16,-35,1.465
17,-35,5.33
18,-35,5.335
19,-35,4.42
20,-35,1.3875
21,-35,1.0625
22,-35,8.51
23,-35,11.06
24,-35,8.555
25,-35,5.24
26,-35,3.7625
27,-35,3.9375
28,-35,4.1725
29,-35,6.19
30,-35,0.6675
31,-35,6.84
32,-35,3.555
33,-35,7.165
34,-35,3.385
35,-35,10.523
36,-35,1.715
37,-35,17.293
38,-35,5.7025
39,-35,3.5325
40,-35,6.84
41,-35,17.93
42,-35,4.22
43,-35,8.8075
44,-35,3.58
45,-35,7.305
46,-35,7.95
47,-35,3.01
48,-35,6.1725
49,-35,2.7925
50,-35,12.558
51,-35,27.22
52,-35,2.8025
53,-35,31.365
54,-35,7.725
55,-35,17.258
56,-35,9.0425
57,-35,20.613
58,-35,2.295
59,-35,4.5325
60,-35,10.425
61,-35,8.4775
62,-35,0.815
63,-35,9.0575
64,-35,4.585
65,-35,4.46
66,-35,5.0625
67,-35,6.28
68,-35,13.835
69,-35,6.385
70,-35,8.2975
71,-35,17.388
72,-35,18.175
73,-35,23.898
74,-35,3.2475
75,-35,3.0075
76,-35,14.538
77,-35,11.073
78,-35,14.865
79,-35,15.15
80,-35,9.14
81,-35,23.658
82,-35,4.35
83,-35,1.705
84,-35,1.35
85,-35,3.68
86,-35,1.085
87,-35,0.745
88,-35,0.6225
89,-35,3.1625
90,-35,0.735
1,-25,0.4375
2,-25,0.97
3,-25,1.845
4,-25,0.7225
5,-25,2.3775
6,-25,6.0325
7,-25,1.3475
8,-25,1.37
9,-25,2.0775
10,-25,5.5675
11,-25,4.4875
12,-25,2.8975
13,-25,6.52
14,-25,4.7225
15,-25,7.0125
16,-25,1.1225
17,-25,3.515
18,-25,3.5675
19,-25,3.755
20,-25,1.3925
21,-25,0.9225
22,-25,5.9925
23,-25,8.2025
24,-25,7.045
25,-25,6.77
26,-25,1.4425
27,-25,3.755
28,-25,4.375
29,-25,2.19
30,-25,0.6675
31,-25,3.9375
32,-25,1.0575
33,-25,5.165
34,-25,2.215
35,-25,6.0375
36,-25,1.72
37,-25,7.6475
38,-25,3.38
39,-25,2.1325
40,-25,3.9375
41,-25,13.87
42,-25,3.96
43,-25,5.2625
44,-25,3.5525
45,-25,7.88
46,-25,4.3425
47,-25,2.8525
48,-25,3.88
49,-25,4.0275
50,-25,9.385
51,-25,25.138
52,-25,2.32
53,-25,31.138
54,-25,6.4175
55,-25,10.935
56,-25,6.4875
57,-25,11.923
58,-25,2.065
59,-25,4.0725
60,-25,7.1925
61,-25,4
62,-25,0.6025
63,-25,7.7575
64,-25,3.14
65,-25,2.8375
66,-25,4.6525
67,-25,4.46
68,-25,9.9775
69,-25,5.4575
70,-25,7.345
71,-25,16.353
72,-25,17.613
73,-25,20.82
74,-25,2.1025
75,-25,2.6975
76,-25,12.145
77,-25,8.7
78,-25,8.6025
79,-25,10.47
80,-25,4.7025
81,-25,21.34
82,-25,1.7
83,-25,1.3675
84,-25,1.43
85,-25,2.14
86,-25,0.9425
87,-25,1.445
88,-25,0.4675
89,-25,2.8625
90,-25,0.6975
1,-15,0.56
2,-15,0.625
3,-15,1.44
4,-15,0.63
5,-15,4.4625
6,-15,2.04
7,-15,0.8125
8,-15,1.1225
9,-15,1.28
10,-15,5.0575
11,-15,2.61
12,-15,4.0325
13,-15,2.8475
14,-15,1.4775
15,-15,6.125
16,-15,1.0975
17,-15,2.3225
18,-15,0.78
19,-15,3.36
20,-15,1.1325
21,-15,1.345
22,-15,6.2275
23,-15,3.2175
24,-15,5.245
25,-15,4.4825
26,-15,1.45
27,-15,2.64
28,-15,4.5325
29,-15,0.7525
30,-15,0.6475
31,-15,3.8325
32,-15,0.6025
33,-15,2.5375
34,-15,1.9775
35,-15,3.07
36,-15,1.765
37,-15,3.2225
38,-15,2.78
39,-15,0.905
40,-15,2.055
41,-15,3.585
42,-15,2.8625
43,-15,1.9375
44,-15,3.0725
45,-15,4.8525
46,-15,1.8075
47,-15,1.995
48,-15,1.26
49,-15,4.2175
50,-15,5.5625
51,-15,17.565
52,-15,1.3725
53,-15,26.248
54,-15,2.9475
55,-15,5.5825
56,-15,3.8725
57,-15,6.1925
58,-15,1.395
59,-15,3.7475
60,-15,2.0525
61,-15,2.25
62,-15,0.64
63,-15,6.03
64,-15,1.7525
65,-15,1.0625
66,-15,4.8475
67,-15,2.455
68,-15,3.965
69,-15,2.82
70,-15,6.5625
71,-15,14.99
72,-15,16.145
73,-15,13.685
74,-15,2.245
75,-15,3.015
76,-15,9.1225
77,-15,7.5425
78,-15,4.66
79,-15,6.3775
80,-15,3.61
81,-15,13.668
82,-15,1.355
83,-15,1.155
84,-15,1.81
85,-15,2.075
86,-15,0.9875
87,-15,1.345
88,-15,0.5775
89,-15,1.6325
90,-15,1.0775
1,-5,0.6775
2,-5,0.4125
3,-5,0.715
4,-5,0.6725
5,-5,1.7675
6,-5,0.6525
7,-5,0.92
8,-5,1.0225
9,-5,0.9625
10,-5,4.675
11,-5,1.675
12,-5,1.6425
13,-5,2.4925
14,-5,0.7825
15,-5,2.6975
16,-5,1.33
17,-5,1.6425
18,-5,0.7775
19,-5,2.9025
20,-5,0.975
21,-5,1.205
22,-5,1.5275
23,-5,1.3425
24,-5,1.5475
25,-5,1.7625
26,-5,1.315
27,-5,1.9425
28,-5,1.7575
29,-5,0.5325
30,-5,0.6725
31,-5,1.965
32,-5,0.5775
33,-5,1.7975
34,-5,0.7525
35,-5,2.465
36,-5,1.495
37,-5,1.4525
38,-5,1.14
39,-5,0.6825
40,-5,1.2725
41,-5,2.4875
42,-5,1.965
43,-5,1.2125
44,-5,1.975
45,-5,0.845
46,-5,1.115
47,-5,2.2125
48,-5,0.94
49,-5,3.4375
50,-5,4.63
51,-5,11.61
52,-5,1.285
53,-5,9.63
54,-5,1.2575
55,-5,3.53
56,-5,3.0025
57,-5,6.6475
58,-5,1.685
59,-5,2.2625
60,-5,2.545
61,-5,2.435
62,-5,0.65
63,-5,4.3075
64,-5,1.325
65,-5,1.1225
66,-5,2.045
67,-5,2.625
68,-5,3.61
69,-5,2.5275
70,-5,4.0525
71,-5,9.725
72,-5,13.393
73,-5,5.1825
74,-5,1.08
75,-5,3.6075
76,-5,5.1175
77,-5,7.67
78,-5,1.435
79,-5,5.6275
80,-5,2.825
81,-5,6.7525
82,-5,1.61
83,-5,1.315
84,-5,2.5775
85,-5,2.8225
86,-5,1.245
87,-5,0.8375
88,-5,0.9125
89,-5,1.9725
90,-5,1.1675
1,5,0.68
2,5,0.4
3,5,0.5475
4,5,0.315
5,5,0.6375
6,5,0.6825
7,5,0.7625
8,5,0.62
9,5,0.94
10,5,5.095
11,5,1.37
12,5,0.92
13,5,2.3825
14,5,0.7875
15,5,2.66
16,5,0.6775
17,5,2.4975
18,5,0.6175
19,5,2.2875
20,5,0.675
21,5,0.71
22,5,0.56
23,5,1.2
24,5,0.9725
25,5,0.505
26,5,1.1075
27,5,0.665
28,5,0.7725
29,5,0.5475
30,5,0.7025
31,5,1.3875
32,5,0.8425
33,5,1.465
34,5,0.7775
35,5,2.3925
36,5,1.0825
37,5,1.5275
38,5,1.075
39,5,0.6125
40,5,1.8925
41,5,2.78
42,5,1.2125
43,5,1.1575
44,5,1.2875
45,5,0.6225
46,5,2.685
47,5,1.5075
48,5,0.9
49,5,1.0475
50,5,4.2625
51,5,11.863
52,5,2.805
53,5,4.865
54,5,1.8875
55,5,7.9675
56,5,3.04
57,5,5.755
58,5,1.4625
59,5,1.0575
60,5,3.0325
61,5,1.6325
62,5,1.045
63,5,4.2725
64,5,0.6725
65,5,0.955
66,5,1.2375
67,5,1.405
68,5,1.965
69,5,2.5375
70,5,3.465
71,5,4.2825
72,5,14.385
73,5,5.755
74,5,0.5225
75,5,1.535
76,5,3.0575
77,5,10.67
78,5,1.1425
79,5,7.4875
80,5,2.2775
81,5,6.94
82,5,2.19
83,5,1.845
84,5,2.66
85,5,1.56
86,5,2.6375
87,5,0.915
88,5,2.105
89,5,1.7825
90,5,1.3125
1,15,0.6475
2,15,0.385
3,15,0.63
4,15,0.2925
5,15,0.4175
6,15,0.88
7,15,0.865
8,15,0.415
9,15,0.9525
10,15,5.955
11,15,1.325
12,15,0.8125
13,15,1.4325
14,15,0.805
15,15,6.3725
16,15,0.6275
17,15,3.6975
18,15,0.6275
19,15,2.445
20,15,0.63
21,15,0.64
22,15,1.96
23,15,3.495
24,15,1.1825
25,15,0.5525
26,15,3.1975
27,15,0.505
28,15,1.9375
29,15,0.475
30,15,1.8075
31,15,2.6475
32,15,0.7975
33,15,2.6125
34,15,0.825
35,15,4.5275
36,15,0.9575
37,15,3.005
38,15,0.9425
39,15,0.6225
40,15,5.445
41,15,3.5075
42,15,1.6625
43,15,2.105
44,15,1.3975
45,15,0.5775
46,15,3.02
47,15,1.35
48,15,1.6275
49,15,0.6275
50,15,4.14
51,15,13.88
52,15,5.34
53,15,6.6375
54,15,8.99
55,15,10.188
56,15,6.1175
57,15,11.63
58,15,1.285
59,15,0.7325
60,15,2.7925
61,15,1.17
62,15,1.0925
63,15,3.4525
64,15,1.2225
65,15,1.005
66,15,0.98
67,15,1.46
68,15,1.3125
69,15,2.0075
70,15,2.7175
71,15,3.085
72,15,16.54
73,15,7.5675
74,15,0.4675
75,15,2.5275
76,15,11.553
77,15,17.55
78,15,4.525
79,15,13.99
80,15,4.1175
81,15,9.48
82,15,5.5975
83,15,1.9725
84,15,1.54
85,15,1.3175
86,15,3.4075
87,15,1.3225
88,15,1.77
89,15,2.14
90,15,1.4425
1,25,0.5575
2,25,0.45
3,25,0.9575
4,25,0.3075
5,25,0.4125
6,25,1.0725
7,25,0.735
8,25,0.385
9,25,0.935
10,25,5.7
11,25,1.565
12,25,0.9725
13,25,2.4575
14,25,0.6925
15,25,5.0925
16,25,1.6
17,25,7.0325
18,25,0.6425
19,25,4.74
20,25,0.5475
21,25,0.6275
22,25,4.13
23,25,6.8825
24,25,3.225
25,25,1.75
26,25,5.9625
27,25,0.4325
28,25,2.9575
29,25,1.6175
30,25,4.9025
31,25,4.47
32,25,1.1575
33,25,5.04
34,25,1.2675
35,25,6.2325
36,25,0.855
37,25,2.905
38,25,0.76
39,25,1.225
40,25,7.2425
41,25,6.77
42,25,3.0825
43,25,2.175
44,25,1.11
45,25,0.6275
46,25,2.1725
47,25,1.2025
48,25,2.7075
49,25,0.8575
50,25,7.3025
51,25,17.913
52,25,10.595
53,25,10.368
54,25,19.42
55,25,13.463
56,25,8.565
57,25,15.108
58,25,1.2425
59,25,0.6725
60,25,1.8625
61,25,1
62,25,0.835
63,25,2.5025
64,25,2.705
65,25,1.7025
66,25,0.65
67,25,1.5075
68,25,1.0125
69,25,1.615
70,25,2.7325
71,25,2.635
72,25,17.893
73,25,6.8425
74,25,0.5825
75,25,4.3225
76,25,19.128
77,25,21.088
78,25,13.75
79,25,17.478
80,25,7.4175
