plantid,plant_vertical_location,frontal_area
58,-305,0
59,-305,0
60,-305,0
61,-305,0
62,-305,0
63,-305,0
64,-305,0
65,-305,0
66,-305,0
67,-305,0
68,-305,0
69,-305,0
70,-305,0
71,-305,0
72,-305,0
73,-305,0
74,-305,0
75,-305,0
76,-305,0
77,-305,0
78,-305,0
79,-305,0
80,-305,0
81,-305,0
82,-305,0
83,-305,0
84,-305,0
85,-305,0
86,-305,0.49
87,-305,0
88,-305,0
89,-305,0
90,-305,0
1,-295,0
2,-295,0
3,-295,0
4,-295,0
5,-295,0
6,-295,0
7,-295,0
8,-295,0
9,-295,0
10,-295,0
11,-295,0
12,-295,0
13,-295,0
14,-295,0
15,-295,0
16,-295,0
17,-295,0
18,-295,0
19,-295,0
20,-295,0
21,-295,0
22,-295,0
23,-295,0
24,-295,0
25,-295,0
26,-295,0
27,-295,0
28,-295,0
29,-295,0
30,-295,0
31,-295,0
32,-295,0
33,-295,0
34,-295,0
35,-295,0
36,-295,0
37,-295,0
38,-295,0
39,-295,0
40,-295,0
41,-295,0
42,-295,0
43,-295,0.3825
44,-295,0
45,-295,0
46,-295,0
47,-295,0
48,-295,0
49,-295,0
50,-295,0
51,-295,0
52,-295,0
53,-295,0
54,-295,0
55,-295,0
56,-295,0
57,-295,0
58,-295,0
59,-295,0
60,-295,0
61,-295,0
62,-295,0
63,-295,0
64,-295,0
65,-295,0
66,-295,0
67,-295,0
68,-295,0
69,-295,0
70,-295,0
71,-295,0
72,-295,0
73,-295,0
74,-295,0
75,-295,0
76,-295,0
77,-295,0.715
78,-295,0
79,-295,0
80,-295,0
81,-295,0
82,-295,0
83,-295,0
84,-295,0
85,-295,0
86,-295,1.1825
87,-295,0
88,-295,0
89,-295,0
90,-295,0
1,-285,0
2,-285,0
3,-285,0
4,-285,0
5,-285,0
6,-285,0
7,-285,0
8,-285,0
9,-285,0
10,-285,0
11,-285,0
12,-285,0
13,-285,0
14,-285,0
15,-285,0
16,-285,0
17,-285,0
18,-285,0
19,-285,0
20,-285,0
21,-285,0
22,-285,0
23,-285,0
24,-285,0
25,-285,0
26,-285,0
27,-285,0
28,-285,0
29,-285,0
30,-285,0
31,-285,0
32,-285,0
33,-285,0
34,-285,0
35,-285,0
36,-285,0
37,-285,0
38,-285,0
39,-285,0
40,-285,0
41,-285,0
42,-285,0
43,-285,0.4875
44,-285,0
45,-285,0
46,-285,0
47,-285,0
48,-285,0
49,-285,0
50,-285,0
51,-285,0
52,-285,0
53,-285,0
54,-285,0
55,-285,0
56,-285,0
57,-285,0
58,-285,0
59,-285,0
60,-285,0
61,-285,0
62,-285,0
63,-285,0
64,-285,0
65,-285,0
66,-285,0
67,-285,0
68,-285,0
69,-285,0
70,-285,0
71,-285,0
72,-285,0
73,-285,0.1025
74,-285,0
75,-285,0
76,-285,0
77,-285,3.8225
78,-285,0
79,-285,0
80,-285,0.0025
81,-285,0
82,-285,0
83,-285,0
84,-285,0
85,-285,0
86,-285,0.6475
87,-285,0
88,-285,0
89,-285,0
90,-285,0
1,-275,0
2,-275,0
3,-275,0
4,-275,0
5,-275,0
6,-275,0
7,-275,0
8,-275,0
9,-275,0
10,-275,0
11,-275,0
12,-275,0
13,-275,0
14,-275,0
15,-275,0
16,-275,0
17,-275,0
18,-275,0
19,-275,0
20,-275,0
21,-275,0
22,-275,0
23,-275,0
24,-275,0
25,-275,0
26,-275,0
27,-275,0
28,-275,0
29,-275,0
30,-275,0
31,-275,0
32,-275,0.03
33,-275,0
34,-275,0
35,-275,0
36,-275,0
37,-275,0.085
38,-275,0
39,-275,0
40,-275,0
41,-275,0
42,-275,0
43,-275,0.905
44,-275,0
45,-275,0
46,-275,0
47,-275,0.045
48,-275,0
49,-275,0
50,-275,0
51,-275,0
52,-275,0
53,-275,0
54,-275,0
55,-275,0
56,-275,0
57,-275,0
58,-275,0
59,-275,0
60,-275,0
61,-275,0
62,-275,0
63,-275,0
64,-275,0
65,-275,0
66,-275,0
67,-275,0
68,-275,0
69,-275,1.0675
70,-275,0
71,-275,0
72,-275,0
73,-275,0.7225
74,-275,0
75,-275,0
76,-275,0
77,-275,9.9075
78,-275,0
79,-275,0
80,-275,0.0975
81,-275,0
82,-275,0
83,-275,0
84,-275,0
85,-275,0
86,-275,0.6325
87,-275,0
88,-275,0
89,-275,0
90,-275,2.2025
1,-265,0
2,-265,0
3,-265,0
4,-265,0
5,-265,0
6,-265,2.8
7,-265,0
8,-265,0
9,-265,0
10,-265,0
11,-265,0.6125
12,-265,0
13,-265,0
14,-265,0
15,-265,0
16,-265,0
17,-265,0
18,-265,0
19,-265,0
20,-265,0
21,-265,0
22,-265,0
23,-265,0
24,-265,0
25,-265,0
26,-265,0.0325
27,-265,0
28,-265,0
29,-265,0.2275
30,-265,0
31,-265,0.455
32,-265,0.34
33,-265,0
34,-265,0
35,-265,0
36,-265,0
37,-265,0.3475
38,-265,0
39,-265,0
40,-265,0
41,-265,0
42,-265,0
43,-265,1.385
44,-265,0.405
45,-265,0
46,-265,0
47,-265,6.4
48,-265,0
49,-265,0
50,-265,0
51,-265,0.0125
52,-265,0
53,-265,0
54,-265,0
55,-265,0
56,-265,0
57,-265,0
58,-265,0
59,-265,0
60,-265,0
61,-265,0
62,-265,0
63,-265,0.9875
64,-265,0
65,-265,0
66,-265,0
67,-265,0
68,-265,0
69,-265,6.1
70,-265,0.8625
71,-265,0
72,-265,0
73,-265,11.648
74,-265,0
75,-265,0.0175
76,-265,0
77,-265,13.6
78,-265,0.085
79,-265,0
80,-265,0.8275
81,-265,0
82,-265,0
83,-265,0
84,-265,0.995
85,-265,0
86,-265,1.625
87,-265,0
88,-265,0
89,-265,0
90,-265,6.385
1,-255,0
2,-255,0
3,-255,0
4,-255,0
5,-255,0
6,-255,2.74
7,-255,0
8,-255,0
9,-255,0
10,-255,0
11,-255,2.305
12,-255,0
13,-255,0
14,-255,0
15,-255,0
16,-255,0
17,-255,0
18,-255,0
19,-255,0
20,-255,0
21,-255,0
22,-255,0
23,-255,0
24,-255,0
25,-255,0
26,-255,0.5375
27,-255,0
28,-255,0
29,-255,0.585
30,-255,0
31,-255,0.525
32,-255,1.6175
33,-255,0
34,-255,0.9675
35,-255,0
36,-255,3.3275
37,-255,0.6075
38,-255,0
39,-255,0
40,-255,0
41,-255,0
42,-255,0.3925
43,-255,5.145
44,-255,4.7875
45,-255,0
46,-255,0.125
47,-255,14.243
48,-255,0
49,-255,0
50,-255,0
51,-255,1.175
52,-255,0
53,-255,0
54,-255,0.425
55,-255,0.4625
56,-255,0
57,-255,0
58,-255,0
59,-255,0
60,-255,0.685
61,-255,0
62,-255,0
63,-255,7.8225
64,-255,0
65,-255,0
66,-255,0
67,-255,0.01
68,-255,3.4225
69,-255,11.718
70,-255,10.93
71,-255,0.4125
72,-255,0
73,-255,19.008
74,-255,0
75,-255,2.9675
76,-255,1.6475
77,-255,19.713
78,-255,4.405
79,-255,0.0275
80,-255,9.3925
81,-255,0
82,-255,2.39
83,-255,0
84,-255,0.49
85,-255,0
86,-255,1.5975
87,-255,0
88,-255,0
89,-255,0
90,-255,4.0725
1,-245,0
2,-245,0
3,-245,0
4,-245,0
5,-245,0
6,-245,4.44
7,-245,0
8,-245,0
9,-245,0
10,-245,0
11,-245,1.425
12,-245,0
13,-245,0.155
14,-245,0
15,-245,0
16,-245,0.3225
17,-245,0
18,-245,0
19,-245,0
20,-245,0
21,-245,0
22,-245,0.06
23,-245,0.06
24,-245,0.32
25,-245,0
26,-245,1.285
27,-245,0
28,-245,0
29,-245,1.54
30,-245,0
31,-245,2.0275
32,-245,2.02
33,-245,0
34,-245,11.908
35,-245,0
36,-245,13.083
37,-245,1.8425
38,-245,0.075
39,-245,2.1275
40,-245,0
41,-245,0
42,-245,9.4625
43,-245,14.358
44,-245,12.035
45,-245,0
46,-245,2.055
47,-245,14.633
48,-245,0.5425
49,-245,0
50,-245,0
51,-245,2.5775
52,-245,0
53,-245,0.945
54,-245,6.7725
55,-245,6.4075
56,-245,1.67
57,-245,0
58,-245,0
59,-245,0
60,-245,9.255
61,-245,0.2375
62,-245,0
63,-245,18.673
64,-245,0
65,-245,2.39
66,-245,0
67,-245,8.25
68,-245,16.23
69,-245,12.315
70,-245,20.453
71,-245,4.06
72,-245,0
73,-245,21.765
74,-245,0
75,-245,17.185
76,-245,12.255
77,-245,22.763
78,-245,17.928
79,-245,3.44
80,-245,19.363
81,-245,0
82,-245,12.153
83,-245,0
84,-245,1.1475
85,-245,0
86,-245,2.2275
87,-245,0
88,-245,0
89,-245,0
90,-245,2.9175
1,-235,0
2,-235,0
3,-235,0
4,-235,0
5,-235,0
6,-235,3.825
7,-235,0
8,-235,0
9,-235,0.0725
10,-235,0
11,-235,1.9025
12,-235,0
13,-235,0.1475
14,-235,0.675
15,-235,0
16,-235,1.265
17,-235,0
18,-235,0
19,-235,0
20,-235,0
21,-235,0
22,-235,0.2575
23,-235,1.38
24,-235,0.7025
25,-235,0
26,-235,3.32
27,-235,0
28,-235,0
29,-235,2.87
30,-235,0
31,-235,1.5725
32,-235,2.0575
33,-235,0
34,-235,21.895
35,-235,0
36,-235,15.82
37,-235,10.413
38,-235,0.98
39,-235,10.095
40,-235,0
41,-235,0
42,-235,21.708
43,-235,20.103
44,-235,18.545
45,-235,0
46,-235,8.7975
47,-235,14.048
48,-235,6.7575
49,-235,0.0175
50,-235,0
51,-235,6.405
52,-235,0.745
53,-235,13.595
54,-235,20.72
55,-235,18.455
56,-235,4.6
57,-235,0.35
58,-235,0.24
59,-235,0
60,-235,20.52
61,-235,1.3475
62,-235,3.92
63,-235,23
64,-235,0.02
65,-235,12.518
66,-235,0
67,-235,21.645
68,-235,19.218
69,-235,14.665
70,-235,20.888
71,-235,14.773
72,-235,0.3425
73,-235,25.325
74,-235,0
75,-235,22.768
76,-235,13.648
77,-235,25.363
78,-235,26.403
79,-235,13.035
80,-235,25.48
81,-235,0.01
82,-235,12.418
83,-235,0
84,-235,0.42
85,-235,0
86,-235,3.5275
87,-235,0
88,-235,0
89,-235,0
90,-235,3.5575
1,-225,0
2,-225,0
3,-225,0
4,-225,0
5,-225,0
6,-225,4.6975
7,-225,0
8,-225,0
9,-225,0.005
10,-225,0
11,-225,2.065
12,-225,0
13,-225,0.3425
14,-225,0.3075
15,-225,0
16,-225,1.805
17,-225,0
18,-225,0.02
19,-225,0
20,-225,0
21,-225,0.8925
22,-225,2.1
23,-225,3.305
24,-225,2.2625
25,-225,0
26,-225,3.2825
27,-225,0.1
28,-225,0
29,-225,3.09
30,-225,0
31,-225,1.8925
32,-225,3.105
33,-225,0
34,-225,23.04
35,-225,0.3125
36,-225,13.475
37,-225,11.005
38,-225,6.245
39,-225,14.265
40,-225,0.4
41,-225,0
42,-225,22.488
43,-225,19.758
44,-225,19.088
45,-225,1.7925
46,-225,9.0375
47,-225,13.943
48,-225,15.493
49,-225,7.3275
50,-225,0
51,-225,13.25
52,-225,5.4625
53,-225,25.225
54,-225,24.118
55,-225,21.48
56,-225,7.0925
57,-225,8.6525
58,-225,0.205
59,-225,1.1625
60,-225,21.68
61,-225,14.303
62,-225,10.428
63,-225,27.083
64,-225,1.05
65,-225,13.653
66,-225,0
67,-225,24.028
68,-225,21.3
69,-225,16.735
70,-225,21.473
71,-225,20.058
72,-225,15.663
73,-225,26.935
74,-225,0.3225
75,-225,23.545
76,-225,15.135
77,-225,26.915
78,-225,28.47
79,-225,18.855
80,-225,28.64
81,-225,0.82
82,-225,10.535
83,-225,0
84,-225,0.265
85,-225,0
86,-225,3.4325
87,-225,0
88,-225,0
89,-225,0
90,-225,2.99
1,-215,0
2,-215,0
3,-215,0
4,-215,0
5,-215,0
6,-215,4.905
7,-215,0
8,-215,0
9,-215,0.1325
10,-215,0
11,-215,1.57
12,-215,0.2625
13,-215,1.975
14,-215,0.375
15,-215,0.3575
16,-215,3.8275
17,-215,0
18,-215,0.39
19,-215,0
20,-215,0.0475
21,-215,1.06
22,-215,2.2075
23,-215,4.7725
24,-215,4.26
25,-215,0
26,-215,5.685
27,-215,0.1375
28,-215,0
29,-215,4.095
30,-215,0
31,-215,3.38
32,-215,4.775
33,-215,0.1125
34,-215,24.493
35,-215,4.9075
36,-215,13.678
37,-215,18.795
38,-215,5.39
39,-215,13.34
40,-215,7.7625
41,-215,0.6
42,-215,20.545
43,-215,21.333
44,-215,17.178
45,-215,3.225
46,-215,14.733
47,-215,12.268
48,-215,17.855
49,-215,8.405
50,-215,0
51,-215,22.793
52,-215,12.02
53,-215,28.733
54,-215,21.945
55,-215,22.428
56,-215,10.545
57,-215,19.103
58,-215,0.4075
59,-215,3.5225
60,-215,21.178
61,-215,20.725
62,-215,8.6525
63,-215,27.893
64,-215,9.1825
65,-215,14.685
66,-215,1.2925
67,-215,22.268
68,-215,22.37
69,-215,19.065
70,-215,22.685
71,-215,20.328
72,-215,29.14
73,-215,29.988
74,-215,0.7875
75,-215,22.233
76,-215,18.628
77,-215,28.165
78,-215,29.613
79,-215,24.135
80,-215,29.578
81,-215,7.5275
82,-215,8.5625
83,-215,0.195
84,-215,0.855
85,-215,0
86,-215,2.8325
87,-215,0
88,-215,0
89,-215,0
90,-215,1.5225
1,-205,0
2,-205,0
3,-205,0
4,-205,0
5,-205,0
6,-205,5.445
7,-205,0
8,-205,0
9,-205,0.545
10,-205,0
11,-205,2.315
12,-205,0.645
13,-205,2.7575
14,-205,1.43
15,-205,2.06
16,-205,4.93
17,-205,0
18,-205,0.9425
19,-205,0
20,-205,0.4625
21,-205,2.0625
22,-205,4
23,-205,6.5325
24,-205,5.4275
25,-205,0
26,-205,9.305
27,-205,0.48
28,-205,0
29,-205,3.38
30,-205,0
31,-205,4.75
32,-205,6.43
33,-205,2.995
34,-205,22.32
35,-205,9.1475
36,-205,10.503
37,-205,23.948
38,-205,6.185
39,-205,9.9425
40,-205,19.333
41,-205,2.7525
42,-205,16.69
43,-205,21.353
44,-205,17.928
45,-205,11.108
46,-205,20.275
47,-205,11.568
48,-205,17.36
49,-205,8.505
50,-205,2.6625
51,-205,28.165
52,-205,20.013
53,-205,30.558
54,-205,24.643
55,-205,23.528
56,-205,13.81
57,-205,25.125
58,-205,1.12
59,-205,2.15
60,-205,21.023
61,-205,22.543
62,-205,14.585
63,-205,29.403
64,-205,19.03
65,-205,14.19
66,-205,10.643
67,-205,20.443
68,-205,23.633
69,-205,20.505
70,-205,23.728
71,-205,21.49
72,-205,29.99
73,-205,30.03
74,-205,1.395
75,-205,17.813
76,-205,20.913
77,-205,28.458
78,-205,29.548
79,-205,24.07
80,-205,30.5
81,-205,17.25
82,-205,8.8225
83,-205,0.55
84,-205,0.3875
85,-205,0.0325
86,-205,5.23
87,-205,0
88,-205,0.1675
89,-205,0
90,-205,1.37
1,-195,0
2,-195,0
3,-195,0
4,-195,0
5,-195,0
6,-195,5.4575
7,-195,0
8,-195,0
9,-195,1.7875
10,-195,0.0825
11,-195,2.1075
12,-195,4.0025
13,-195,6.1875
14,-195,2.215
15,-195,4.17
16,-195,6.4575
17,-195,0.145
18,-195,2.72
19,-195,0
20,-195,1.125
21,-195,2.4175
22,-195,2.5125
23,-195,12.74
24,-195,8.265
25,-195,1.165
26,-195,11.898
27,-195,1
28,-195,0
29,-195,3.1575
30,-195,0
31,-195,6.185
32,-195,5.9825
33,-195,2.51
34,-195,22.258
35,-195,18.388
36,-195,9.545
37,-195,25.418
38,-195,6.5775
39,-195,8.2325
40,-195,20.915
41,-195,10.12
42,-195,14.498
43,-195,22.8
44,-195,16.133
45,-195,15.58
46,-195,19.975
47,-195,7.8075
48,-195,16.538
49,-195,12.008
50,-195,4.5425
51,-195,29.488
52,-195,24.165
53,-195,31.148
54,-195,25.563
55,-195,23.45
56,-195,16.935
57,-195,26.533
58,-195,0.9625
59,-195,3.92
60,-195,22.095
61,-195,21.578
62,-195,15.628
63,-195,29.77
64,-195,19.275
65,-195,13.638
66,-195,21.088
67,-195,20.6
68,-195,23.528
69,-195,21.588
70,-195,25.248
71,-195,23.108
72,-195,30.283
73,-195,29.855
74,-195,0.9925
75,-195,11.218
76,-195,22.715
77,-195,28.43
78,-195,27.085
79,-195,26.763
80,-195,31.19
81,-195,22.178
82,-195,6.92
83,-195,1.79
84,-195,0.41
85,-195,0.4375
86,-195,4.755
87,-195,0
88,-195,0.2475
89,-195,0
90,-195,1.3625
1,-185,0
2,-185,0
3,-185,0
4,-185,0
5,-185,0.0175
6,-185,5.0825
7,-185,0
8,-185,0
9,-185,3.2975
10,-185,2.925
11,-185,2.475
12,-185,2.95
13,-185,13.613
14,-185,0.975
15,-185,8.3025
16,-185,8.59
17,-185,0.945
18,-185,3.515
19,-185,0.155
20,-185,0.9375
21,-185,2.5225
22,-185,3.42
23,-185,16.285
24,-185,14.34
25,-185,2.2825
26,-185,13.03
27,-185,1.11
28,-185,0.595
29,-185,2.915
30,-185,0.4675
31,-185,5.695
32,-185,4.545
33,-185,3.5225
34,-185,25.78
35,-185,20.293
36,-185,8.995
37,-185,28.89
38,-185,8.675
39,-185,7.105
40,-185,20.13
41,-185,12.958
42,-185,15.318
43,-185,21.878
44,-185,16.898
45,-185,17.285
46,-185,19.76
47,-185,6.3025
48,-185,16.52
49,-185,12.815
50,-185,5.8
51,-185,29.998
52,-185,25.365
53,-185,31.133
54,-185,25.538
55,-185,22.938
56,-185,18.865
57,-185,27.29
58,-185,1.0875
59,-185,6.34
60,-185,21.758
61,-185,20.07
62,-185,13.43
63,-185,28.585
64,-185,14.783
65,-185,11.078
66,-185,17.815
67,-185,22.453
68,-185,22.958
69,-185,21.283
70,-185,25.68
71,-185,21.883
72,-185,31.26
73,-185,29.36
74,-185,0.895
75,-185,10.738
76,-185,24.463
77,-185,28.203
78,-185,27.048
79,-185,28.928
80,-185,29.963
81,-185,25.188
82,-185,8.4075
83,-185,3.2725
84,-185,0.4025
85,-185,0.37
86,-185,3.43
87,-185,0
88,-185,0.21
89,-185,0
90,-185,0.9575
1,-175,0.2475
2,-175,0
3,-175,0.0925
4,-175,0
5,-175,0.2225
6,-175,5.245
7,-175,0.3
8,-175,0
9,-175,5.755
10,-175,4.8325
11,-175,3.62
12,-175,3.38
13,-175,12.015
14,-175,0.4725
15,-175,10.12
16,-175,6.175
17,-175,4.2025
18,-175,3.5275
19,-175,2.335
20,-175,1.075
21,-175,2.8625
22,-175,6.57
23,-175,16.575
24,-175,13.498
25,-175,1.91
26,-175,12.683
27,-175,1.65
28,-175,1.5925
29,-175,2.785
30,-175,2.7125
31,-175,9.235
32,-175,3.9575
33,-175,4.705
34,-175,27.303
35,-175,21.16
36,-175,6.75
37,-175,28.403
38,-175,7.93
39,-175,6.455
40,-175,18.703
41,-175,19.008
42,-175,13.005
43,-175,22.958
44,-175,17.43
45,-175,21.3
46,-175,18.99
47,-175,4.995
48,-175,15.815
49,-175,13.205
50,-175,6.3275
51,-175,31.54
52,-175,26.308
53,-175,31.75
54,-175,25.58
55,-175,23.35
56,-175,19.25
57,-175,25.733
58,-175,1.46
59,-175,3.2775
60,-175,22.12
61,-175,19.063
62,-175,11.29
63,-175,27.505
64,-175,9.5675
65,-175,9.3075
66,-175,14.69
67,-175,21.863
68,-175,23.695
69,-175,21.788
70,-175,25.665
71,-175,22.245
72,-175,31.69
73,-175,28.913
74,-175,0.8025
75,-175,9.475
76,-175,26.078
77,-175,28.395
78,-175,25.063
79,-175,28.948
80,-175,29.498
81,-175,28.585
82,-175,7.0225
83,-175,3.905
84,-175,1.4525
85,-175,0.8275
86,-175,4.0325
87,-175,0
88,-175,0.3675
89,-175,0
90,-175,1.445
1,-165,0.225
2,-165,0
3,-165,0.585
4,-165,0
5,-165,0.3125
6,-165,6.585
7,-165,0.325
8,-165,0
9,-165,8.6125
10,-165,5.2675
11,-165,3.535
12,-165,2.75
13,-165,14.54
14,-165,0.9725
15,-165,12.833
16,-165,4.5925
17,-165,6.23
18,-165,3.725
19,-165,5.735
20,-165,1.3825
21,-165,3.7
22,-165,9.705
23,-165,19.795
24,-165,14.833
25,-165,4.94
26,-165,10.183
27,-165,3.805
28,-165,2.8375
29,-165,2.8725
30,-165,4.415
31,-165,11.58
32,-165,4.935
33,-165,5.63
34,-165,26.49
35,-165,21.645
36,-165,6.7125
37,-165,25.733
38,-165,8.94
39,-165,6.4075
40,-165,19.94
41,-165,24.553
42,-165,9.4
43,-165,22.85
44,-165,18.55
45,-165,21.785
46,-165,20.238
47,-165,4.1
48,-165,15.598
49,-165,11.59
50,-165,7.77
51,-165,31.308
52,-165,24.24
53,-165,31.288
54,-165,25.515
55,-165,22.955
56,-165,20.348
57,-165,27.793
58,-165,1.84
59,-165,3.2825
60,-165,22.755
61,-165,18.675
62,-165,9.4125
63,-165,25.57
64,-165,9.4475
65,-165,10.28
66,-165,11.455
67,-165,20.173
68,-165,24.263
69,-165,21.933
70,-165,26.548
71,-165,22.238
72,-165,31.533
73,-165,28.985
74,-165,0.52
75,-165,9.0875
76,-165,26.81
77,-165,27.918
78,-165,24.953
79,-165,29.22
80,-165,29.82
81,-165,29.84
82,-165,5.7125
83,-165,5.69
84,-165,2.905
85,-165,0.8675
86,-165,3.89
87,-165,0
88,-165,0.6425
89,-165,0
90,-165,2.0525
1,-155,0.245
2,-155,0
3,-155,0.93
4,-155,0
5,-155,0.5525
6,-155,6.895
7,-155,0.7925
8,-155,0.1125
9,-155,9.5825
10,-155,8
11,-155,3.34
12,-155,5.5325
13,-155,16.323
14,-155,1.8
15,-155,12.81
16,-155,3.7975
17,-155,8.7175
18,-155,4.9775
19,-155,6.13
20,-155,1.4675
21,-155,2.855
22,-155,11.828
23,-155,21.585
24,-155,15.753
25,-155,6.115
26,-155,9.03
27,-155,5.515
28,-155,2.7875
29,-155,3.0325
30,-155,5.5275
31,-155,13.043
32,-155,5.56
33,-155,8.005
34,-155,25.13
35,-155,20.63
36,-155,6.0125
37,-155,25.418
38,-155,9.595
39,-155,9.81
40,-155,19.215
41,-155,24.12
42,-155,9.255
43,-155,21.503
44,-155,19.518
45,-155,20.745
46,-155,20.725
47,-155,3.48
48,-155,14.485
49,-155,12.58
50,-155,10.208
51,-155,31.018
52,-155,22.68
53,-155,30.913
54,-155,23.428
55,-155,24.725
56,-155,19.243
57,-155,29.178
58,-155,2.2175
59,-155,2.8325
60,-155,22.05
61,-155,18.52
62,-155,8.47
63,-155,24.223
64,-155,8.28
65,-155,10.58
66,-155,8.8775
67,-155,17.755
68,-155,21.318
69,-155,21.588
70,-155,27.345
71,-155,24.625
72,-155,30.74
73,-155,29.113
74,-155,0.425
75,-155,12.305
76,-155,27.363
77,-155,28.353
78,-155,25.888
79,-155,28.345
80,-155,29.378
81,-155,30.858
82,-155,4.785
83,-155,3.7325
84,-155,1.16
85,-155,1.0975
86,-155,5.2275
87,-155,0
88,-155,0.4075
89,-155,0
90,-155,1.895
1,-145,0.36
2,-145,0
3,-145,1.6675
4,-145,0
5,-145,0.3075
6,-145,6.05
7,-145,0.7125
8,-145,0.6325
9,-145,9.145
10,-145,9.23
11,-145,2.035
12,-145,9.075
13,-145,17.958
14,-145,4.62
15,-145,12.42
16,-145,3.11
17,-145,3.78
18,-145,5.5275
19,-145,6.4125
20,-145,1.8125
21,-145,2.7125
22,-145,12.678
23,-145,22.665
24,-145,16.585
25,-145,4.2575
26,-145,8.5275
27,-145,7.7625
28,-145,3.29
29,-145,6.6075
30,-145,3.25
31,-145,16.71
32,-145,3.8925
33,-145,8.6
34,-145,24.305
35,-145,20.57
36,-145,5.3275
37,-145,27.428
38,-145,11.043
39,-145,7.865
40,-145,19.783
41,-145,23.638
42,-145,9.37
43,-145,20.8
44,-145,20.028
45,-145,20.62
46,-145,22.588
47,-145,3.745
48,-145,13.613
49,-145,13.975
50,-145,10.843
51,-145,30.743
52,-145,22.385
53,-145,30.228
54,-145,22.81
55,-145,24.128
56,-145,19.395
57,-145,27.89
58,-145,3.41
59,-145,2.7375
60,-145,20.173
61,-145,18.658
62,-145,8.065
63,-145,24.92
64,-145,7.3125
65,-145,8.8825
66,-145,7.3275
67,-145,14.298
68,-145,20.49
69,-145,20.908
70,-145,26.398
71,-145,25.095
72,-145,31.315
73,-145,28.998
74,-145,0.29
75,-145,13.858
76,-145,27.85
77,-145,27.67
78,-145,27.723
79,-145,28.038
80,-145,29.088
81,-145,33.11
82,-145,3.9375
83,-145,3.145
84,-145,1.395
85,-145,1.0475
86,-145,3.9825
